,B cells,CD4 T cells,CD8 T cells,DC,Monocytes,NK cells,Tregs
Sample_41,0.010573573041663847,0.011539401707782719,0.02081916408192717,0.029496167752045967,0.01224466854707287,0.006461445095569617,0.0328886856636169
Sample_42,0.07742846906440934,0.01273448010698619,0.00517082243017417,0.008504991419953511,0.012096783150850205,0.010505145012765893,0.015480719453777823
Sample_43,0.007079384854432658,0.019889260001584228,0.0051852531643205475,0.0033595010114376056,0.030149289513065097,0.006519798374770927,0.033543604375590036
Sample_44,0.007866238886475214,0.011313784046702644,0.00517082243017417,0.020589108031028477,0.012376288767157241,0.018879333040555748,0.015015495461064
Sample_45,0.005073978327832872,0.011539401707782719,0.014121900197278435,0.026557023677463442,0.02024600096666863,0.006519798374770927,0.015243380989005264
Sample_46,0.005027212001822247,0.01520077660964492,0.005321739910130468,0.015598153629560322,0.012090587741460244,0.008957507276241384,0.039087562246736825
Sample_47,0.012070044732309597,0.013887433282182093,0.00517082243017417,0.0027261297663436755,0.01784627759429396,0.08425878693450439,0.015233128194637407
Sample_48,0.009875574679845065,0.01378197572001437,0.00517082243017417,0.007684054107900971,0.03791359282352969,0.006613156630981152,0.026743404407280395
Sample_49,0.005640360809637588,0.012844541865010252,0.019106350812053582,0.012305161490130464,0.023773591439731616,0.006731882287297705,0.01650099479756698
Sample_50,0.005463746969755111,0.011539401707782719,0.00517082243017417,0.02373043148245936,0.020171800208048214,0.006519798374770927,0.03436353512692072
