,B cells,CD4 T cells,CD8 T cells,DC,Monocytes,NK cells,Tregs
Sample_34,0.1728834401523537,0.04071273389213176,0.015161256296059274,0.21998129113631648,0.20548604658025754,0.14576070385631865,0.15563195055694273
Sample_35,0.39660567863748675,0.10967726143206794,0.020090957168191884,0.09305096615857145,0.16133068202518772,0.14219492965559447,0.032291272381595744
Sample_36,0.029084297687986267,0.040566399042834364,0.040597435410701994,0.011866838869642127,0.40729974691188675,0.4076306597960889,0.06295462228085959
Sample_37,0.12901294910014233,0.01934646461487521,0.07924023971931898,0.1793441591040033,0.25237465698477035,0.26034099041055403,0.01640562752904219
Sample_38,0.20985471987124157,0.22117769443935584,0.32069353469248785,0.03503495749748219,0.05985346140841721,0.066631668348709,0.0867539637423062
Sample_39,0.03212111820183895,0.07888976628446513,0.20552738946978316,0.1813124454090159,0.22524614673791718,0.06436176678864046,0.21254136710833924
Sample_40,0.125265791994514,0.07445970351179489,0.09326206006246127,0.07314588670264713,0.505985374526599,0.06254785824479189,0.065333324957192
Sample_41,0.10592868281075017,0.0464651306957727,0.27954865038722193,0.2562206478056038,0.00559329821616159,0.008180062827157063,0.298063527257333
Sample_42,0.6080729200948632,0.0594320759899135,0.02217964108475732,0.08018279396306145,0.043815514136503086,0.14725610436206396,0.011413308191772104
Sample_43,0.06414430573211072,0.2693104532997606,0.10619957550848667,0.01809759175807115,0.2584397060757091,0.00205725397737536,0.2817511136484865
Sample_44,0.07664854681426846,0.29481531698671193,0.012558827924691988,0.17173256415095497,0.0875550365006718,0.2268126955250157,0.05142108290297918
Sample_45,0.015512177097990833,0.21115563789957534,0.2732704046334002,0.23272416552335226,0.21157262791457868,0.019951568269172156,0.035813418661930684
Sample_46,0.022596105860331363,0.20970536592270814,0.10268000294387412,0.13548523949277838,0.027030138719523433,0.11784369452353864,0.38465945253724587
Sample_47,0.07563491169284946,0.13598403120632577,0.03456332838172219,0.0032872653674064878,0.13519548196829284,0.5931676886329322,0.022167292750470986
Sample_48,0.0775481484166675,0.10803510547125522,0.025970736675009754,0.0839692218775067,0.33090887744207587,0.15140258754921376,0.22216532256827107
Sample_49,0.0526776299331068,0.16859837076893133,0.2316813995672003,0.10534387320434177,0.21365030804443053,0.09844229677405782,0.12960612170793148
Sample_50,0.059090470641497306,0.12088344340536078,0.006420086504276956,0.20601516018644153,0.255046451212296,0.015801731413537558,0.33674265663658987
