,B cells,CD4 T cells,CD8 T cells,DC,Monocytes,NK cells,Tregs,Pred B cells,Pred CD4 T cells,Pred CD8 T cells,Pred DC,Pred Monocytes,Pred NK cells,Pred Tregs,SampleID,error
Sample_14,0.1532258064516129,0.002016129032258,0.0120967741935483,0.5846774193548387,0.0584677419354838,0.1673387096774193,0.0221774193548387,0.15717213071813613,0.014525018491234712,0.00898131773763181,0.5782270497610295,0.05860460500811327,0.14310971179186804,0.017211539017084797,Sample_14,0.004965880337753904
Sample_15,0.0342052313883299,0.5171026156941649,0.0,0.0020120724346076,0.2736418511066398,0.1569416498993963,0.0160965794768611,0.03069913061193714,0.4946966543360208,0.005963268433080624,0.003740665229163351,0.2752554047162963,0.16783679664174975,0.02180808003175235,Sample_15,-0.005711500554891252
Sample_16,0.0201207243460764,0.4788732394366197,0.0181086519114688,0.1106639839034205,0.2655935613682093,0.0885311871227364,0.0181086519114688,0.023788494858666725,0.5005575011569781,0.027757251563105944,0.09513830148853522,0.2588415972401214,0.07603380356202394,0.017883050130568727,Sample_16,0.00022560178090007266
Sample_17,0.0100603621730382,0.5271629778672032,0.028169014084507,0.0140845070422535,0.3983903420523139,0.0040241448692152,0.0181086519114688,0.01387073967716842,0.5208904204831004,0.03033213194741928,0.015667554231365583,0.3763899207209876,0.0038684061033440152,0.02331552313053223,Sample_17,-0.005206871219063429
Sample_18,0.0342052313883299,0.0442655935613682,0.0100603621730382,0.6740442655935613,0.0,0.2173038229376257,0.0201207243460764,0.03531078191700719,0.039989424427086646,0.007608047248623404,0.6452189044034605,0.004186665968188449,0.20258307953853577,0.041726374185214694,Sample_18,-0.021605649839138295
Sample_19,0.0402414486921529,0.2474849094567404,0.0201207243460764,0.4989939637826961,0.0201207243460764,0.1609657947686116,0.0120724346076458,0.044835557449073665,0.19720505901958335,0.023415341966032725,0.48958981394215256,0.010052035678675965,0.16398475318656455,0.015201842743881375,Sample_19,-0.003129408136235575
Sample_20,0.0945674044265593,0.2696177062374245,0.0201207243460764,0.0160965794768611,0.0342052313883299,0.5653923541247485,0.0,0.08689676962065247,0.28648302945505155,0.0162182460157853,0.020308149946931208,0.02949920001656547,0.5306962941605071,0.029898310784506953,Sample_20,-0.029898310784506953
Sample_21,0.3855421686746988,0.0,0.0060240963855421,0.180722891566265,0.3132530120481928,0.0943775100401606,0.0200803212851405,0.3854007747857514,0.01714353871149958,0.007362669338241206,0.18858216207095005,0.29612274350285994,0.08317509923300487,0.022213012357693112,Sample_21,-0.0021326910725526123
Sample_22,0.4012096774193548,0.0463709677419354,0.0080645161290322,0.1048387096774193,0.3165322580645161,0.1209677419354838,0.002016129032258,0.3782253524142767,0.040750943603541215,0.005433391933674273,0.10461018470431548,0.31815884951047224,0.14271874950361205,0.010102528330108045,Sample_22,-0.008086399297850044
Sample_23,0.1955645161290322,0.3850806451612903,0.0161290322580645,0.0221774193548387,0.189516129032258,0.1814516129032258,0.0100806451612903,0.21445342074796056,0.3587262036359375,0.01818038820985866,0.03276976245308017,0.18908953072215617,0.1731848239543676,0.013595870276639388,Sample_23,-0.003515225115349088
Sample_24,0.4778225806451613,0.1129032258064516,0.0282258064516129,0.2580645161290322,0.0483870967741935,0.0625,0.0120967741935483,0.475653673241081,0.07897636960123001,0.014750489295713763,0.2601006408971234,0.03677510963391311,0.07092318172704373,0.01715010556324272,Sample_24,-0.005053331369694419
Sample_25,0.1391129032258064,0.1532258064516129,0.0060483870967741,0.3608870967741935,0.0161290322580645,0.3225806451612903,0.002016129032258,0.1438313185541372,0.1609566592374756,0.01127013432243548,0.35669582526084925,0.014801618312608225,0.2995926950917443,0.012851749220750105,Sample_25,-0.010835620188492105
Sample_26,0.4949698189134809,0.0684104627766599,0.0181086519114688,0.2193158953722334,0.0301810865191146,0.1649899396378269,0.0040241448692152,0.4744259535427956,0.11002011490172457,0.0266394481041323,0.2170402653111544,0.020697832469212946,0.14514392329872502,0.0060324623722551474,Sample_26,-0.0020083175030399473
Sample_27,0.3326612903225806,0.4919354838709677,0.0120967741935483,0.0786290322580645,0.0362903225806451,0.0423387096774193,0.0060483870967741,0.30225968037795126,0.4340407964052139,0.009795903327552048,0.08257687938450095,0.027580412308881763,0.03570269855372453,0.02382180472707655,Sample_27,-0.01777341763030245
Sample_28,0.2278225806451612,0.3810483870967742,0.0040322580645161,0.2802419354838709,0.0806451612903225,0.0201612903225806,0.0060483870967741,0.22079613609808188,0.34125418746581804,0.005784907480946701,0.285580061629367,0.06470952627547985,0.01542000830956716,0.013676058242389886,Sample_28,-0.007627671145615786
Sample_29,0.0504032258064516,0.0161290322580645,0.0181451612903225,0.0564516129032258,0.5504032258064516,0.3064516129032258,0.002016129032258,0.051860565758228463,0.027993813452739685,0.016736969926011834,0.054769258024705524,0.5448209016263694,0.2958119065956705,0.008006584616274619,Sample_29,-0.0059904555840166185
Sample_30,0.2977867203219316,0.4325955734406438,0.0040241448692152,0.0342052313883299,0.0663983903420523,0.1609657947686116,0.0040241448692152,0.3131539246027541,0.4182942531736063,0.004584740660253162,0.03086124755601923,0.06069025699606361,0.16254166004376258,0.009873916967540928,Sample_30,-0.005849772098325727
Sample_31,0.1471774193548387,0.3850806451612903,0.0241935483870967,0.1471774193548387,0.2762096774193548,0.0100806451612903,0.0100806451612903,0.1527884513062874,0.3419736622502628,0.025157844152872554,0.15455647805204678,0.27503149091746376,0.008168106836821657,0.009229484348263987,Sample_31,0.000851160813026313
Sample_32,0.1365461847389558,0.1666666666666666,0.0240963855421686,0.3092369477911647,0.1184738955823293,0.2429718875502008,0.002008032128514,0.13915148483833767,0.16502086419141018,0.022578458980457586,0.32587798470391227,0.1182104252589241,0.21696272652075538,0.01219805550620264,Sample_32,-0.01019002337768864
Sample_33,0.0120967741935483,0.0907258064516129,0.3024193548387097,0.1310483870967742,0.0967741935483871,0.0685483870967741,0.2983870967741935,0.013509533855878877,0.10166966505767075,0.2873672028913016,0.12554535730486074,0.08325530933964863,0.08111123162849596,0.23022770293239336,Sample_33,0.06815939384180014
Sample_34,0.1733870967741935,0.0564516129032258,0.0241935483870967,0.1915322580645161,0.219758064516129,0.1633064516129032,0.1713709677419354,0.17311203340061632,0.03707723199795212,0.016042530405627805,0.21839232077157456,0.2021418158086097,0.1609725864613856,0.14916053336564303,Sample_34,0.02221043437629236
Sample_35,0.407258064516129,0.1008064516129032,0.0221774193548387,0.1129032258064516,0.1633064516129032,0.1209677419354838,0.0725806451612903,0.4042527681330329,0.11113703822563004,0.01592471744939966,0.09281715071907778,0.16805052068316473,0.12695902028493153,0.04692063260180981,Sample_35,0.025660012559480493
Sample_36,0.0261569416498993,0.0241448692152917,0.0583501006036217,0.0120724346076458,0.414486921529175,0.380281690140845,0.0845070422535211,0.027379104309629868,0.04058505685648616,0.03749694190962259,0.00990112893430794,0.43881135160124396,0.39802135342208794,0.047805062966621514,Sample_36,0.03670197928689958
Sample_37,0.1488933601609658,0.0160965794768611,0.1026156941649899,0.1710261569416499,0.2917505030181087,0.2334004024144869,0.0362173038229376,0.1274568374206641,0.021247654178455543,0.09041437421895028,0.16921504868765622,0.29636289738449323,0.2641373503245079,0.022024730697674497,Sample_37,0.014192573125263102
Sample_38,0.1673387096774193,0.2258064516129032,0.3286290322580645,0.0403225806451612,0.0524193548387096,0.0564516129032258,0.1290322580645161,0.1750516644059362,0.26082197967255466,0.30081080019213186,0.03381344292539849,0.06250513416881917,0.06487297944451956,0.10212399919064001,Sample_38,0.026908258873876087
Sample_39,0.0221774193548387,0.1048387096774193,0.1814516129032258,0.1693548387096774,0.2016129032258064,0.0685483870967741,0.252016129032258,0.03176156325962979,0.10076733509541619,0.20088234586574572,0.16937388791654487,0.21305541650401696,0.0692000843165844,0.20873698755423345,Sample_39,0.04327914147802456
Sample_40,0.1330645161290322,0.0705645161290322,0.1028225806451613,0.0685483870967741,0.4899193548387097,0.0665322580645161,0.0685483870967741,0.1295430456017293,0.08789538340155827,0.09627716565881436,0.061018563349956416,0.4989695005874895,0.07156309176041667,0.054733249640035446,Sample_40,0.013815137456738659
Sample_41,0.1068548387096774,0.0504032258064516,0.2701612903225806,0.2479838709677419,0.0141129032258064,0.0040322580645161,0.3064516129032258,0.10657940530495437,0.07802414141738141,0.2707908363620637,0.23350851766232936,0.0063008381088795395,0.009840167733630471,0.29495609341076107,Sample_41,0.011495519492464745
Sample_42,0.6229838709677419,0.0403225806451612,0.0504032258064516,0.0786290322580645,0.0443548387096774,0.1552419354838709,0.0080645161290322,0.6433323860090853,0.05165615332592082,0.022255599324021633,0.07696557326021292,0.04084944744687479,0.1535940445790547,0.01134679605482988,Sample_42,-0.003282279925797679
Sample_43,0.0602409638554216,0.2730923694779116,0.0963855421686747,0.0180722891566265,0.2690763052208835,0.0080321285140562,0.2751004016064257,0.05324518560670036,0.29726482675987737,0.086706046510585,0.018093041309170242,0.27452064309231844,0.005222488528932299,0.2649477681924161,Sample_43,0.01015263341400957
Sample_44,0.0724346076458752,0.3722334004024145,0.0060362173038229,0.1670020120724346,0.0824949698189134,0.2334004024144869,0.0663983903420523,0.07577217021362373,0.26847462772549624,0.013847172494214102,0.17187470897997967,0.09176172662952617,0.23070594140528863,0.05805755509269953,Sample_44,0.008340835249352772
Sample_45,0.0160965794768611,0.249496981891348,0.2354124748490945,0.2233400402414486,0.2293762575452716,0.0120724346076458,0.0342052313883299,0.017512863585785864,0.24472241861500535,0.23401209960543468,0.22641702709977415,0.22205264005625894,0.013500065760568378,0.04178288527717272,Sample_45,-0.007577653888842822
Sample_46,0.0160965794768611,0.1891348088531187,0.1046277665995975,0.1267605633802817,0.0362173038229376,0.124748490945674,0.4024144869215292,0.02061240082104658,0.20355972448264878,0.08579997001971604,0.13587134966731074,0.02453533298925561,0.1335702512474343,0.39605097077258805,Sample_46,0.006363516148941151
Sample_47,0.0885311871227364,0.1267605633802817,0.0382293762575452,0.0,0.1327967806841046,0.5975855130784709,0.0160965794768611,0.07686622885080266,0.12541036109600498,0.04462777881503789,0.002781933126173761,0.14819541798392985,0.5796179185056931,0.022500361622357964,Sample_47,-0.006403782145496865
Sample_48,0.1028225806451613,0.1008064516129032,0.0362903225806451,0.0786290322580645,0.3387096774193548,0.1370967741935483,0.2056451612903226,0.08265137973551202,0.11253945632218537,0.031214082025884108,0.07818091655249698,0.34073594764462334,0.15012293932094609,0.2045552783983522,Sample_48,0.0010898828919704007
Sample_49,0.0564516129032258,0.1330645161290322,0.2298387096774193,0.1108870967741935,0.2379032258064516,0.1108870967741935,0.1209677419354838,0.059064945111425626,0.15369469870024693,0.23022057976544053,0.10696742362233544,0.2164638742584302,0.0994736775082483,0.13411480103387302,Sample_49,-0.013147059098389216
Sample_50,0.0603621730382293,0.0744466800804829,0.0,0.2273641851106639,0.2354124748490945,0.0120724346076458,0.3903420523138833,0.06578935298805905,0.12209264322683754,0.005770071538879189,0.2162904428659632,0.2581375740057998,0.011779715808198829,0.32014019956626233,Sample_50,0.07020185274762097
