,B cells,CD4 T cells,CD8 T cells,DC,Monocytes,NK cells,Tregs,Pred B cells,Pred CD4 T cells,Pred CD8 T cells,Pred DC,Pred Monocytes,Pred NK cells,Pred Tregs,SampleID,error
Sample_41,0.1068548387096774,0.0504032258064516,0.2701612903225806,0.2479838709677419,0.0141129032258064,0.0040322580645161,0.3064516129032258,0.10656140374564352,0.0662137080468799,0.25435104302530287,0.25765593771720763,0.0070418607377824,0.009053172719023483,0.2917172604526351,Sample_41,0.014734352450590738
Sample_42,0.6229838709677419,0.0403225806451612,0.0504032258064516,0.0786290322580645,0.0443548387096774,0.1552419354838709,0.0080645161290322,0.6439249208602719,0.0653432426898374,0.0221082171978176,0.07505814118085885,0.039877870723014894,0.14363855643800538,0.010049050910194085,Sample_42,-0.0019845347811618848
Sample_43,0.0602409638554216,0.2730923694779116,0.0963855421686747,0.0180722891566265,0.2690763052208835,0.0080321285140562,0.2751004016064257,0.05817400030624688,0.3000158787650051,0.09180221952519883,0.019026431919494834,0.2692312558289252,0.0040625562674683246,0.2576876573876607,Sample_43,0.017412744218764986
Sample_44,0.0724346076458752,0.3722334004024145,0.0060362173038229,0.1670020120724346,0.0824949698189134,0.2334004024144869,0.0663983903420523,0.06754930402055218,0.3126212485505993,0.01262530339146573,0.18698400183280264,0.08875802241308535,0.22375015347788202,0.07559887876368876,Sample_44,-0.009200488421636455
Sample_45,0.0160965794768611,0.249496981891348,0.2354124748490945,0.2233400402414486,0.2293762575452716,0.0120724346076458,0.0342052313883299,0.017736039854691896,0.2522753341141058,0.2092113125429719,0.2282035756275294,0.22398062409946554,0.024860898370768526,0.04256456226507883,Sample_45,-0.008359330876748929
Sample_46,0.0160965794768611,0.1891348088531187,0.1046277665995975,0.1267605633802817,0.0362173038229376,0.124748490945674,0.4024144869215292,0.018820891843263025,0.20331879703237074,0.11828758366038983,0.1323566931130923,0.02268732718369897,0.12143748334476853,0.3830912238224166,Sample_46,0.019323263099112586
Sample_47,0.0885311871227364,0.1267605633802817,0.0382293762575452,0.0,0.1327967806841046,0.5975855130784709,0.0160965794768611,0.07657999613804194,0.14938832293056356,0.0407244851463365,0.003069987524835922,0.14471252183309988,0.5609475698154268,0.02457711661169526,Sample_47,-0.008480537134834161
Sample_48,0.1028225806451613,0.1008064516129032,0.0362903225806451,0.0786290322580645,0.3387096774193548,0.1370967741935483,0.2056451612903226,0.07781612576889213,0.09854285415585666,0.031114099040243405,0.07754770597016657,0.35984405331589864,0.15062513577591682,0.20451002597302564,Sample_48,0.001135135317296948
Sample_49,0.0564516129032258,0.1330645161290322,0.2298387096774193,0.1108870967741935,0.2379032258064516,0.1108870967741935,0.1209677419354838,0.05533739040194673,0.1590592898665454,0.2370225346190716,0.11164343930269525,0.2119829636695496,0.1069512516700282,0.11800313047016338,Sample_49,0.002964611465320427
Sample_50,0.0603621730382293,0.0744466800804829,0.0,0.2273641851106639,0.2354124748490945,0.0120724346076458,0.3903420523138833,0.06625749717714711,0.1067397697991799,0.004232351783962602,0.23179353236056827,0.2522453186673591,0.00988065014819166,0.29814124010511767,Sample_50,0.09220081220876564
