,B cells,CD4 T cells,CD8 T cells,DC,Monocytes,NK cells,Tregs
Sample_22,0.3806288739097428,0.053107229910152966,0.004965828765883387,0.10673570000472216,0.31009361124906865,0.1315264650237084,0.012942291136721745
Sample_23,0.22000242325099653,0.35821882231898633,0.023041497623708506,0.026151614509166615,0.18876219980155415,0.1687795420139355,0.015043900481652439
Sample_24,0.4485825025467852,0.09443645602883101,0.016120126853317897,0.24917049146732345,0.0422399604610722,0.0648477638519146,0.01792415507921132
Sample_25,0.1463845324953294,0.18308433468904287,0.012354321829961781,0.3380912136037726,0.014118980626731949,0.29609203115138943,0.009874585603772069
Sample_26,0.4677710025343892,0.11625199118066826,0.026790689901447246,0.2159322794987292,0.026894098000792246,0.13750746333968955,0.00885247554428415
Sample_27,0.3113877648085612,0.38693003430425377,0.01369926938215384,0.06908045562698462,0.025833682265903754,0.0426778049774181,0.024608308760033417
Sample_28,0.21472596187693288,0.36038249617403234,0.005301329083717751,0.28616850589943216,0.05695684118264894,0.013660868452765875,0.009898985565881743
Sample_29,0.04972040097547007,0.020992859394114206,0.01594935529293379,0.0599505671652662,0.5516886346588941,0.2924686163398413,0.009229566173480395
Sample_30,0.30553670433825636,0.4161837984105177,0.003597945913875231,0.03042039145538012,0.054520838329295655,0.1642470240890995,0.011773436602879411
Sample_31,0.15217724524009352,0.3710802793651596,0.029772185883788667,0.14479416621645008,0.26004790354553176,0.008924173386496986,0.011712486879529454
Sample_32,0.13308114719413058,0.1744739215330482,0.020504493421975186,0.323403010228931,0.12173437571574097,0.217250853169446,0.00955219873672812
Sample_33,0.014477022922570542,0.10591075022484063,0.28929802846533736,0.1489339261444126,0.0928194856227206,0.07688303894184816,0.23724273277846017
Sample_34,0.1814769555455128,0.030713834002317152,0.01703589766797809,0.2187618637994669,0.2077942349328017,0.1746134216740966,0.1434802693886829
Sample_35,0.396174569347883,0.12196049139799185,0.014833867557326663,0.11127685695124663,0.16081165120776944,0.1252394301999132,0.042629059132781665
Sample_36,0.02792624367289743,0.03570222609640656,0.033874283139922315,0.012907280597762626,0.435670741523379,0.3943508925850933,0.059568332384538604
Sample_37,0.14633448977738753,0.012586940587483284,0.08998821860086276,0.1974007461753882,0.274039281930214,0.2589977828091864,0.020652540119477873
Sample_38,0.17250920614026138,0.24769918021514076,0.3413643083131135,0.033761548592755215,0.05635238623345066,0.06854263987644807,0.07977073062883037
Sample_39,0.030832054788982915,0.09804251731793957,0.1872334386416181,0.17722353141870126,0.21155961217165406,0.07705425153472728,0.2168853352644173
Sample_40,0.13121592332190374,0.07423474634911034,0.08949828174706921,0.07074966908414874,0.48581496313795325,0.06361645026496515,0.04969066728235838
Sample_41,0.10440984523553154,0.06204287803559757,0.3013440416965584,0.23951776805761565,0.005063339363180086,0.011675788343418723,0.275946339268098
Sample_42,0.6333507929753615,0.06484526217454757,0.02146396468861041,0.07812973011580746,0.04303673066479004,0.14731697018172737,0.011856549199155773
Sample_43,0.05294153982962013,0.30197775866413695,0.09272434199097496,0.019045940949259446,0.25941954341668505,0.006036743110999998,0.2678541320383236
Sample_44,0.07162413961889236,0.27597352948163056,0.01283700286954214,0.17621434415668222,0.09415011651084591,0.24010019535595317,0.06347595595694597
Sample_45,0.01628770384309016,0.2553666253112998,0.24718101013712945,0.22807552085344962,0.2088998650710554,0.017482616022525856,0.026706658761449818
Sample_46,0.019265988709222946,0.20310796452333066,0.10157796510344179,0.13786498978450462,0.022904224745999086,0.1251120097769494,0.3901668573565514
Sample_47,0.08421294753339706,0.13791576209246467,0.03570306935479883,0.0031056241956301427,0.13923828810154346,0.5669829849183909,0.03284132380377504
Sample_48,0.06864177599653325,0.1369243157185609,0.0249315990646512,0.07858846718240652,0.33996753488972625,0.14013429399491922,0.21081201315320283
Sample_49,0.05667392196964961,0.14007756327345025,0.25742339492297595,0.10894496532735749,0.21341990022535196,0.1022377589373326,0.1212224953438823
Sample_50,0.05837322786772229,0.132045657969336,0.004843304104353061,0.21916238359107298,0.23674906592545256,0.01567113391350585,0.3331552266285571
