,B cells,CD4 T cells,CD8 T cells,DC,Monocytes,NK cells,Tregs
Sample_26,0.4659427909019963,0.11232230305910741,0.022409358847958014,0.2135671989352187,0.02657642475378317,0.1511493400838842,0.008032583418052405
Sample_27,0.30459498268431234,0.43235218287043553,0.011586103243133916,0.08153086119682812,0.0321403024037731,0.03854813961541844,0.021819575624457615
Sample_28,0.21037608539620917,0.3634539713218852,0.005293005003794072,0.29649161493871723,0.06731403334445679,0.017489028937816,0.009399187974215767
Sample_29,0.05127574232756652,0.031167819466833377,0.01558292254923742,0.05893109770179699,0.5238325935840348,0.3072366877405555,0.011973136629975201
Sample_30,0.31460588760274416,0.4070934801297608,0.003786522502009599,0.027433430275468854,0.05993926955343786,0.17885091836996125,0.008290491566617443
Sample_31,0.16382611681944662,0.3599564273235011,0.02842237789404982,0.1513978940599908,0.27572810042244544,0.007281895887653067,0.013387187592912967
Sample_32,0.1309320513360791,0.1717467443227561,0.021911979940329576,0.326913019701238,0.11725240303284527,0.22070473569471294,0.010539065972039099
Sample_33,0.016510619608138148,0.10478907040043485,0.3048223366994309,0.1416894543838355,0.09381344532406123,0.07100343697085434,0.240284804871655
Sample_34,0.18681239947008227,0.040386343388297045,0.014811731901816061,0.213940899704697,0.20444629111720647,0.16415281448089117,0.14674126663734766
Sample_35,0.3894303882826474,0.12490724822749241,0.01540842030110735,0.10002754551102852,0.15278899495291992,0.14359138970188065,0.04262015103306044
Sample_36,0.029105419068486727,0.03909329562403501,0.043136686760539854,0.0073265854409438735,0.417817950160277,0.39050433364812764,0.07301572929758982
Sample_37,0.14577694178884862,0.025132545146120542,0.07618656145836261,0.1770248231365375,0.28761032843881995,0.2641416810000147,0.02412711903129621
Sample_38,0.18474466687424057,0.25000301009494313,0.32174094228560374,0.0312626756907246,0.055172542276855634,0.06111248128147908,0.09596368149615324
Sample_39,0.02885865447982702,0.09993755436994685,0.18203820419136707,0.16462846900141515,0.2061159376051859,0.07013472759114071,0.21465590151195246
Sample_40,0.13107883910825346,0.06972554462501511,0.08800302800762816,0.07668139937716058,0.5026624695565124,0.06287647051193984,0.0689722488134904
Sample_41,0.09820233171189578,0.06284380258725795,0.28178835516075773,0.2397806228478592,0.006697933904550294,0.005643657802512992,0.30504329598516616
Sample_42,0.621113158645977,0.07391317474420563,0.02272301998299886,0.07333523379631525,0.043529766536351856,0.15199071244283285,0.013394933851318415
Sample_43,0.05158975766842682,0.28513580139949835,0.09707183903854208,0.018304340146258403,0.2549504650743296,0.005632363024386547,0.28731543364855816
Sample_44,0.07667401294827043,0.29078885362537277,0.012461881246696291,0.17283166395706626,0.09781041911162162,0.23517804093680394,0.05720556227603174
Sample_45,0.019066337376497974,0.2394685300439385,0.24949064972284268,0.22522938187395433,0.21202270089960193,0.017953776754456054,0.03676862332870843
Sample_46,0.02248813521162916,0.19921356624840597,0.10886735151818484,0.13286492575264555,0.025741511386846293,0.1304533313390016,0.38037117854328645
Sample_47,0.07271288016573652,0.15084142803880282,0.04930529055228974,0.0027754220593442613,0.13302428148805287,0.5599868687159392,0.03135382897983474
Sample_48,0.0795717645040168,0.11427928894180858,0.027058822083317235,0.08738324291898382,0.34909426583388775,0.13555862776296043,0.20705398795502547
Sample_49,0.060213869526537615,0.12984987566647663,0.23899665211891918,0.10411768660468725,0.226502726183263,0.11472135432317498,0.12559783557694124
Sample_50,0.06414421566396587,0.11550743877572706,0.005748844628143261,0.22554575608687497,0.2566986683511844,0.013274173121938886,0.31908090337216555
