,B cells,CD4 T cells,CD8 T cells,DC,Monocytes,NK cells,Tregs
Sample_15,0.03083335793072553,0.508537998015818,0.005924448420852196,0.0057871650982443314,0.2606506804675598,0.16420488330692254,0.024061466759877657
Sample_16,0.020803322590312562,0.49138135884939577,0.025759283588168022,0.10530690017123304,0.256553963982416,0.08507322381393163,0.015121947004543052
Sample_17,0.01257357645218314,0.5151301606717458,0.03044889018743735,0.013560751384814902,0.3744101986770345,0.004965477027828669,0.02247610159852722
Sample_18,0.038479940250393946,0.03137368706705782,0.00940147001250893,0.6734530046916167,0.002893288089144824,0.2102860616464711,0.020347484137168678
Sample_19,0.049050393444311405,0.2135268090421188,0.024842590117249517,0.505704633560911,0.012439503987754263,0.16809965071565997,0.012409060169920626
Sample_20,0.0818839169962096,0.2682089550170736,0.01838723695757771,0.02070309730861909,0.03692640541169876,0.5562223396515059,0.01766804865731515
Sample_21,0.3824436972342259,0.015032120795909824,0.008314023183561276,0.18606715970868454,0.3026431123063824,0.0892821369819308,0.016217749789305336
Sample_22,0.37246026927077625,0.045984610110953415,0.005743669546228019,0.10990468791550706,0.3239591266330426,0.13307471466938056,0.008872921854112028
Sample_23,0.22223625902274227,0.36271323566465624,0.016872392370308992,0.027390150612133696,0.18221099070621755,0.17133117773831133,0.01724579388562993
Sample_24,0.4650556000157831,0.0955866501400916,0.01460905887663984,0.26537123250986233,0.037981292156923134,0.06446482748046294,0.016450608745194086
Sample_25,0.13905138475218284,0.16298626372833225,0.010666257646033335,0.3532186381632158,0.013914211683568167,0.30965681805018996,0.010506425976477494
Sample_26,0.4753287892392868,0.10207316706313987,0.027603537617307813,0.2091030707906242,0.029063771608011647,0.14292183127558053,0.005330405582176645
Sample_27,0.3237657348438803,0.42351617297854066,0.008334571044738424,0.07169275964395756,0.025787770755801874,0.0403602633705107,0.023727742616649408
Sample_28,0.2251802217437792,0.3639572040348117,0.006201488681367804,0.29377292988336595,0.06374206420126559,0.021266213343495946,0.012575289882274467
Sample_29,0.057203670206627776,0.03438014982250684,0.01829595752372215,0.06009274591093705,0.5262465737824575,0.2949623478254377,0.008818554928310941
Sample_30,0.30310353107542803,0.4164625228604988,0.0038866493887030145,0.027019902921012178,0.05905725095018638,0.17841151267139596,0.012058630132775689
Sample_31,0.15543131991827466,0.33470837447292523,0.025989362807408805,0.1504815571288282,0.270901249137885,0.008410009997930875,0.011116802133315678
Sample_32,0.13245093826856008,0.15494192667377882,0.021700869736501295,0.3412413462393902,0.11621511577622216,0.2214812408810736,0.008802400566920986
Sample_33,0.011962378948032867,0.12188348571582792,0.31367104029068266,0.13685470188126214,0.09198481962532441,0.07748814261853286,0.22580561679400524
Sample_34,0.18022438809745636,0.043354311680228484,0.0173165643365629,0.21320904385920247,0.20345278808169961,0.17808080783724844,0.1381905032159756
Sample_35,0.4321943788666049,0.1246364788083081,0.016418136547899444,0.10280537808066444,0.15838848289040838,0.12952146951075375,0.03603567529536119
Sample_36,0.025703448739238886,0.04456950775416375,0.04168864688209685,0.008840172979543825,0.4229366052359626,0.3906411158362953,0.06562050257269889
Sample_37,0.1378715095460739,0.021270362557725273,0.08552330468102676,0.1690281490577647,0.28639325929198955,0.268236329258828,0.03167708560659183
Sample_38,0.16842784907203062,0.25429118671474965,0.33575191379400315,0.03335692489503359,0.053747320402915064,0.07299647349042751,0.0814283316308404
Sample_39,0.028311960203882526,0.10360294876842518,0.21603225834998788,0.16584253417531675,0.21407778271186642,0.06749211908673569,0.20464039670378553
Sample_40,0.13534079251999417,0.06811096458791742,0.08773614828146545,0.07379895050602223,0.49592912484056195,0.06141091960557521,0.07767309965846358
Sample_41,0.09811785458793656,0.08880305000990153,0.2705096440890922,0.24919315562630548,0.007487888284170539,0.007676785061759412,0.27821162234083424
Sample_42,0.6306049543494822,0.06443600920070683,0.021219338075950132,0.0761847613587026,0.04533697036385688,0.151671903310256,0.01054606334104541
Sample_43,0.05479171202190857,0.29595776333309787,0.09945153824578254,0.02500378970401915,0.26851046637934967,0.0033237619414741154,0.25296096837436804
Sample_44,0.06597878238053423,0.3074003013268061,0.015878509457199885,0.17888159714564913,0.08632257630077005,0.2290925802332208,0.05005224207749782
Sample_45,0.018161382582736717,0.23878741601544756,0.23564669498569504,0.22896977757846332,0.20958220446566753,0.01952459837827592,0.04932792599371392
Sample_46,0.01926593854284546,0.2349971459954272,0.09674546741563916,0.1405756933847689,0.02393959773988504,0.12303335052258564,0.36144280639884857
Sample_47,0.07680393649043718,0.14651704368361865,0.031184734878584267,0.0038396508887802343,0.14299798500113015,0.566297502074675,0.03235914698277463
Sample_48,0.08738244086745864,0.11344472892236968,0.026915134707117757,0.07924896408155985,0.3410150120564901,0.14494934544496013,0.20638673115346384
Sample_49,0.05451178903085557,0.15992593779272005,0.2554221649788718,0.09917207666252144,0.20630435311288187,0.10937031214945589,0.11529336627269335
Sample_50,0.06474768507528962,0.13112536829681337,0.005591519798082157,0.22909512765653595,0.2531863706983261,0.010078567097896831,0.306175361377056
